,1_CSF3R,1_MPL,1_NRAS,2_DNMT3A,2_SF3B1,2_IDH1,3_MYD88,3_GATA2,4_KIT,4_TET2,5_NPM1,7_BRAF,7_EZH2,8_RAD21,8_MYC,9_JAK2,10_PTEN,10_SMC3,11_WT1,11_ATM,11_KMT2A,11_CBL,12_ETV6,12_KRAS,12_PTPN11,13_FLT3,15_IDH2,17_TP53,17_NF1,17_STAT3,17_PPM1D,18_SETBP1,19_CALR,20_ASXL1,20_GNAS,21_RUNX1,21_ERG,21_U2AF1,22_CHEK2,X_ZRSR2,X_BCOR,X_KDM6A,X_SMC1A,X_STAG2,X_PHF6
5739,175,0,67,578,268,106,53,14,546,1423,56,578,1306,119,103,50,68,325,170,179,773,101,271,230,241,270,24,285,1651,14,90,355,4,13,58,204,82,218,32,200,380,484,122,456,381
5740,1801,74,483,6610,1720,457,854,317,3096,8271,67,3041,5926,1349,1396,286,528,1053,1791,571,2886,790,1706,1614,1147,2150,409,3172,8095,168,809,2670,29,2277,220,2031,748,1211,564,2033,3644,2641,721,2705,2155
5741,1669,0,450,5582,1798,498,461,176,3178,8778,414,3680,8860,2077,1046,589,627,339,1341,416,5313,690,2180,1202,1624,1875,550,3547,9575,92,834,2068,24,1802,231,2173,520,1007,557,1477,4080,2668,986,2831,2262
5742,1421,72,469,6192,1059,243,425,241,2305,3604,209,3190,4563,1271,683,142,502,1097,1045,666,4213,604,1433,942,1170,1520,251,2253,5612,110,591,1048,71,1944,181,1002,645,1284,372,1196,1716,2384,450,1787,1401
5743,577,66,291,1872,736,30,160,203,827,3352,235,1624,3254,596,307,49,288,166,369,235,1773,33,490,207,181,369,12,1105,3074,36,154,611,85,98,11,440,175,461,292,654,953,855,330,1094,1039
5744,396,22,138,1474,323,71,90,91,673,1116,85,887,1357,371,158,39,172,351,289,168,1073,161,481,287,274,417,82,631,1654,29,157,304,16,538,65,250,150,268,127,386,484,674,116,547,428
5745,452,66,127,2592,990,144,256,172,1095,3714,207,1090,3190,663,278,107,320,477,395,269,2082,194,503,434,246,765,51,1174,2541,21,147,822,147,860,95,308,297,644,117,470,863,1162,111,981,720
5746,1379,0,265,3149,1462,581,345,237,3496,8656,419,3540,8964,2329,592,350,527,1636,1440,900,5140,770,2542,1186,1723,1914,100,1794,10171,99,1080,1606,120,1650,433,1587,648,1096,99,1774,3314,2831,889,2579,2924
5747,829,75,312,4943,648,550,303,17,2282,6999,143,2732,5692,814,600,134,594,1059,271,332,3985,658,1814,1048,547,1160,187,2647,7585,68,404,1314,155,1651,101,1247,554,663,322,1441,2601,2002,488,1441,1327
5748,248,9,128,618,236,7,302,47,349,1749,2,752,1920,292,101,127,124,324,241,226,1297,195,357,299,341,324,32,579,1047,25,99,259,0,202,30,524,165,274,39,491,762,913,118,378,531
5749,2304,21,1100,5999,2374,531,1093,324,4385,9531,392,3000,6446,1757,1087,428,844,1722,1884,1480,7033,1356,975,1011,2115,2077,638,5077,11287,208,1730,2264,214,3396,202,1735,745,2174,520,2385,4999,3126,1017,1039,2428
5750,1529,0,366,5012,796,380,345,239,1219,3027,0,1974,4220,720,932,116,225,623,510,539,4011,673,1204,389,651,1052,228,2965,2770,67,540,1283,84,1240,33,1106,326,428,10,1084,2638,1252,582,380,697
5751,276,1,13,1380,338,35,202,60,852,2412,165,460,1197,190,216,65,135,278,141,48,978,217,447,22,302,406,43,404,1612,28,167,392,26,500,44,157,154,134,130,382,797,481,162,601,228
5752,329,0,90,385,443,148,153,46,560,1647,65,779,1621,511,140,21,317,134,240,180,886,243,380,130,281,437,66,611,1217,3,240,130,0,416,37,189,44,244,75,12,645,562,156,671,455
5753,351,4,190,1350,804,46,84,71,1565,3552,120,1548,2959,381,378,73,164,388,515,232,1400,266,357,479,182,716,57,767,2462,23,385,810,3,1062,135,490,127,313,86,710,1081,1059,249,944,968
5754,1312,0,273,5144,1527,201,496,222,2803,5767,14,3438,7152,1236,962,209,510,1768,1126,591,3576,806,1540,1003,1655,964,200,2763,8009,85,543,728,164,1954,151,1022,568,1038,496,1842,2833,1850,497,617,2428
5755,1865,179,310,3844,1431,272,630,311,2574,9662,275,2086,4486,1611,1292,299,370,1397,2012,874,5696,1193,1470,541,1434,2550,417,3384,9715,133,964,1589,62,2575,572,2013,708,857,747,2090,3779,3280,890,3004,2486
5756,992,69,426,3419,1244,225,534,131,2467,5675,200,1927,6436,1194,374,152,504,801,694,141,2638,561,1667,872,761,1101,253,2050,5653,147,516,1415,126,920,171,1248,301,977,358,1195,2459,1223,425,822,1709
5757,405,45,116,1180,311,121,147,25,734,1389,82,565,1482,340,277,62,204,202,254,132,1031,227,334,140,343,250,10,702,2059,45,77,355,16,575,60,399,175,119,102,351,687,504,101,465,407
5758,708,81,174,2088,692,116,90,166,853,3161,297,617,1661,616,464,101,126,383,538,376,3762,310,461,543,471,520,134,1822,3071,112,289,758,16,2377,206,725,135,443,225,827,1760,223,285,469,1502
5759,764,0,271,1500,1051,63,536,304,2150,5968,673,2316,5549,1173,760,213,485,1086,683,420,3116,362,399,966,461,410,116,1914,5865,91,342,950,16,1693,204,781,554,969,115,1064,2206,1672,627,1374,2056
5760,927,9,495,2956,1110,495,542,76,1153,5063,132,2147,5435,842,376,268,519,921,278,614,2703,207,977,487,550,940,157,1734,4543,19,205,735,30,796,171,765,310,736,236,988,1749,1237,129,1389,1115
5761,653,70,98,2500,1003,306,196,175,1442,3382,21,1293,3301,654,370,42,394,628,406,303,2617,250,556,517,577,1067,44,1456,3850,43,370,884,77,749,76,659,306,529,231,537,1315,880,200,1139,820
5762,444,0,51,1728,393,96,33,128,1083,954,0,499,1469,571,96,8,98,469,218,88,796,158,398,184,385,395,95,746,1585,16,160,385,0,403,25,206,6,200,125,558,259,524,9,928,545
5763,756,45,175,2629,637,70,322,91,967,2959,139,1310,2090,478,352,158,82,405,22,280,1748,282,703,502,383,626,95,1180,3423,17,286,601,136,568,27,939,334,695,140,456,1226,1122,346,226,641
5764,652,36,532,1679,1060,90,345,56,1734,5544,480,1821,2288,1652,325,51,362,681,608,401,3189,306,1027,879,808,1026,215,1898,4003,2,171,1315,49,937,51,437,516,832,171,1473,1739,1183,457,2030,1492
5765,555,0,123,2477,832,186,321,123,487,3938,49,1545,2931,231,306,157,266,530,350,336,2310,249,510,310,621,526,89,1343,3235,18,318,645,18,535,75,711,334,344,282,807,1380,1008,140,1130,589
5766,519,31,340,1993,485,18,292,142,526,1932,163,1074,2112,270,307,37,0,178,141,281,1773,240,709,194,423,696,98,1238,1705,94,368,282,97,836,67,488,157,103,82,375,1024,423,338,792,523
5767,1278,0,134,4201,935,348,299,38,2357,6392,185,2568,2776,695,706,145,571,992,710,560,3786,504,1744,450,862,1245,255,802,6107,65,410,1459,46,1385,161,1245,267,611,401,283,2328,1788,680,2046,1530
5768,274,0,328,3062,1084,106,282,0,1973,5050,145,2865,8149,643,491,82,259,691,330,726,3154,556,712,517,488,420,8,1537,3051,44,637,901,12,1247,72,529,572,561,116,478,1542,1168,700,1392,1215
5769,547,0,364,3795,758,56,222,183,1831,3680,308,1311,2384,1019,588,127,496,404,581,269,2180,311,1033,422,656,1283,132,1533,3110,51,377,417,52,509,46,854,177,874,27,845,1890,275,376,1486,1162
5770,811,11,268,3285,667,31,188,316,942,3284,225,1612,2675,506,266,70,255,378,322,404,2169,330,702,471,850,796,42,1155,3063,26,134,743,18,1116,135,705,250,521,169,0,1443,1375,82,1,863
5771,1925,42,1000,10649,3238,597,902,353,5140,13170,103,6021,12878,1724,1321,267,1157,1655,1507,1412,5595,1277,3299,1735,2685,3604,608,5380,16687,257,1001,3021,142,4247,559,1461,1353,2272,932,2469,5337,5385,981,2353,3123
5772,1561,0,641,6184,1702,324,161,246,2606,6341,228,3253,10225,2505,526,354,602,2778,1219,1279,5990,955,2501,517,1368,2773,69,2370,12388,220,978,2469,116,2508,201,979,962,1844,310,2555,2747,3558,442,2820,2962
5773,422,2,428,1912,968,255,379,0,1984,3134,233,2205,5551,1512,480,317,9,710,947,407,3270,771,942,882,859,1345,133,1798,4045,68,595,1062,128,1082,153,1049,240,385,242,1103,2042,853,481,1722,1544
5774,336,77,284,1963,593,26,184,28,1428,4177,147,1101,2387,374,456,88,142,413,269,446,2454,302,522,410,464,897,34,590,2419,15,52,909,228,366,99,224,164,199,74,710,76,849,178,1213,180
5775,1657,0,312,7577,1505,241,777,369,3264,3896,271,3451,8368,1276,1138,418,502,1449,985,620,5492,1046,1944,1742,1587,1871,87,2391,8050,243,868,1404,59,2318,64,996,726,1113,316,2034,3287,2562,1021,3274,1725
5776,1317,144,331,5275,1595,322,70,119,2763,7778,682,3007,7591,1229,1046,89,629,1348,739,751,4683,706,1291,801,1283,1894,158,1976,8157,102,622,1312,90,1951,177,1121,331,870,135,1772,2858,2481,470,1270,2181
5777,352,2,124,1684,781,49,290,381,1553,3248,319,1422,3308,657,483,35,328,536,497,221,2749,325,792,407,322,974,56,1346,2953,24,440,1232,2,717,120,354,200,501,151,877,567,365,475,1202,393
5778,768,120,442,3933,776,526,415,0,2125,6546,149,2769,6507,1129,595,129,740,861,849,661,3749,625,1743,803,1236,1155,40,1903,6668,100,409,780,44,1414,307,1373,259,720,358,1454,260,1928,458,1272,1433
5779,1757,4,472,3860,1986,388,947,375,2827,7840,510,3690,7447,1585,996,250,759,1445,1150,716,4341,659,2331,1181,1732,2097,194,3365,8842,193,562,1614,76,2273,341,1293,609,1115,472,2100,3498,3052,564,497,1927
5780,461,0,292,3055,1256,142,186,83,1673,5205,65,1048,2095,965,334,124,594,645,512,291,2299,572,259,231,733,409,45,1246,5243,20,432,822,64,1030,186,590,383,736,67,883,891,1651,342,1682,1153
5781,144,49,100,1288,476,36,117,0,858,993,53,275,920,448,151,20,203,334,246,84,1067,142,166,527,261,320,15,324,1760,13,154,405,16,488,42,236,144,246,56,413,666,274,211,578,912
5782,1678,1,618,8065,2690,388,780,84,2540,9724,230,4834,10320,2421,1256,207,761,1389,2177,805,5866,831,1453,1059,911,1888,58,3000,9973,36,667,2120,42,2585,95,1884,509,1432,246,1857,3722,3143,847,3532,2581
5783,739,99,308,2065,717,27,202,110,1452,4070,106,1419,3384,929,111,218,359,600,909,524,1844,398,1225,549,627,1005,189,1164,5209,96,421,882,21,1641,244,1024,399,415,250,1013,1358,1350,409,1077,916
5784,725,19,171,2239,1328,406,446,124,2377,3812,208,2377,5673,1148,316,60,639,924,480,356,3542,601,1475,710,841,1591,33,1826,5883,104,572,1242,2,660,27,843,338,229,200,767,1884,2005,557,1445,557
5785,1939,6,336,7526,1378,381,381,223,2745,8543,547,4467,2611,1355,1020,164,697,276,542,899,4869,860,1538,1281,902,1859,312,2669,6825,161,522,1355,264,1963,193,1570,826,461,463,1793,3993,2136,805,1741,1663
5786,435,7,307,1051,460,50,91,67,1067,3630,239,993,1916,749,234,201,393,376,744,559,2419,483,264,68,471,738,53,676,3543,66,343,479,47,1148,96,920,355,403,150,891,1373,1656,265,862,946
5787,414,0,355,2562,814,118,151,134,1699,3141,49,1685,4248,561,458,106,389,518,214,421,2001,448,712,584,366,863,24,1292,2485,30,243,1060,106,615,45,349,135,738,122,389,1360,1411,154,849,1178
5788,1327,27,661,5257,1798,267,279,273,2335,7815,58,3434,8341,2016,923,236,769,760,1827,730,4250,528,1622,1540,1452,1834,159,2146,10080,99,632,1187,34,1869,482,1997,496,1352,857,2195,2836,2705,562,2531,2102
5789,377,0,254,2856,787,51,84,114,1569,4011,240,2034,3466,659,525,12,361,563,686,449,2907,445,907,377,648,887,40,1814,4543,22,277,852,20,523,185,639,309,610,152,903,1675,582,411,601,1664
5790,386,0,392,2499,996,54,84,246,1728,4137,200,1801,4438,1068,307,31,364,363,533,360,2626,347,490,447,534,935,23,1528,3685,35,445,695,96,1089,39,521,239,664,82,693,1242,1227,422,1365,1402
5791,977,154,383,3747,591,76,827,195,1680,6363,153,2587,5837,1075,550,303,264,933,869,535,3535,600,1685,845,940,1975,120,2120,6834,129,652,1027,50,1886,235,807,547,775,55,1347,1852,1321,126,1689,1021
5792,366,109,212,931,717,106,18,11,966,2602,195,514,1536,283,310,55,226,254,466,351,2440,225,225,176,499,636,7,1489,1891,38,418,541,26,962,58,272,177,887,66,339,949,180,223,510,1347
5793,218,38,33,1827,794,103,61,100,893,2172,1,857,2182,399,171,42,147,285,226,284,1485,185,465,236,228,667,2,706,2788,30,203,786,0,327,0,338,95,314,46,144,871,423,365,712,1003
5794,1837,88,433,4150,1612,447,300,207,1934,6441,46,3676,5869,1373,841,49,358,1102,643,175,3087,822,1759,720,1690,1315,19,2582,4773,192,566,1495,110,2219,253,1669,731,858,409,1721,2852,1619,621,1366,1500
5795,3362,24,1099,12809,4826,1354,809,364,6013,17847,1107,8625,20710,3967,1926,664,1775,3263,2628,1884,12732,2625,3768,2915,2485,3791,976,8621,18024,255,1202,3510,77,4488,591,3654,1403,3057,970,4229,5709,6544,1510,3471,6405
5796,304,6,192,1727,115,131,173,38,1210,3241,59,1410,1890,630,170,95,307,368,219,440,1989,229,456,568,328,851,52,823,3371,48,97,733,76,458,108,766,105,506,150,657,1250,1057,195,745,792
5797,1006,1,198,2369,1280,302,570,130,2045,3411,25,1963,4969,1120,954,134,442,1020,520,438,3005,415,1260,726,984,747,269,2068,5032,125,219,1154,8,1321,84,740,607,426,318,1161,77,611,0,470,1655
5798,172,5,90,1027,269,12,375,51,525,1699,52,1424,1826,486,192,64,187,311,223,285,1673,121,746,170,487,546,30,575,2479,27,297,399,20,486,65,528,211,363,148,658,642,1039,61,510,549
5799,1206,45,291,4339,971,493,325,190,1405,5655,228,2242,5418,418,154,313,204,709,576,446,4392,394,1029,618,1205,1490,152,2163,3128,6,339,1032,36,1984,334,808,7,1137,75,1091,2364,1473,574,888,813
5800,790,11,490,4895,557,353,164,189,2733,5747,533,1599,6673,1203,789,41,313,998,443,891,3427,708,1327,780,738,1433,234,2335,5187,70,276,1151,8,947,153,347,251,176,216,1258,1598,1567,460,2205,1606
5801,747,56,512,4647,2132,228,489,158,2655,8287,245,2569,5036,1749,1145,216,575,890,1289,1208,4393,692,1610,708,926,2052,165,2905,8793,46,410,1505,33,1812,187,616,330,1649,489,1558,3091,2336,286,1296,2569
5802,528,0,223,1464,1158,72,545,269,2047,4608,175,766,2503,812,642,120,385,688,691,451,3351,407,983,258,787,549,91,1680,2709,28,466,860,115,1220,136,417,523,406,112,893,0,872,510,1042,1553
5803,555,98,298,2111,509,63,395,165,1367,2766,175,1421,2711,209,287,109,293,408,446,414,2854,403,893,219,163,1084,214,1369,2996,28,313,1074,26,776,77,829,224,298,111,728,1344,846,441,816,1144
5804,667,0,357,4182,1235,327,317,304,2551,3666,380,943,2665,1373,771,365,715,905,670,459,4222,631,507,1164,714,1020,251,1970,5567,28,637,1151,6,1636,261,890,457,1271,160,1247,192,1923,101,2090,2047
5805,227,19,99,2583,668,176,84,62,862,3897,271,1262,3350,457,274,75,634,604,537,609,2162,413,860,459,513,365,8,1678,4071,49,180,888,30,824,46,370,359,664,100,636,1304,1454,125,1284,1208
5806,463,0,262,3333,861,149,78,194,840,4490,145,2127,3887,495,289,94,291,607,598,650,2871,465,735,219,624,1130,92,1612,4406,31,270,710,20,1473,190,461,247,688,296,1079,1344,1180,366,1117,1519
5807,921,52,379,4275,1388,300,386,183,2818,836,131,1334,6343,897,561,484,359,960,940,564,2568,580,1206,1065,772,1717,392,1837,6588,64,651,1300,60,1936,327,1091,600,651,276,848,2272,1632,683,1645,2383
5808,356,11,173,1464,601,46,141,119,812,2310,48,943,2482,435,334,50,213,307,292,264,1508,148,489,209,286,495,16,908,2512,8,161,166,2,637,32,177,130,513,64,552,991,747,159,449,599
5809,525,0,281,1885,618,9,19,114,1187,2217,317,1214,2797,372,372,67,115,359,321,418,2018,269,496,430,400,923,98,1205,3063,11,337,752,52,466,29,195,119,595,110,491,66,761,13,504,833
5810,830,2,459,4046,1111,14,386,64,2065,5673,86,1912,5200,766,417,271,249,836,410,897,3560,531,1207,779,593,1243,162,1379,4965,136,571,998,4,908,142,948,287,500,228,550,2605,1952,722,1455,818
5811,294,32,36,1301,397,140,98,142,691,2234,157,406,747,422,227,113,199,287,287,201,1378,285,122,182,251,468,63,622,2112,24,142,428,0,555,77,236,135,408,90,354,461,604,123,823,567
5812,364,117,35,1283,265,86,126,59,905,2828,68,1199,2129,473,327,27,111,679,489,292,1050,331,543,476,298,602,97,1015,2482,23,183,502,41,1016,87,332,190,369,48,348,1440,1031,213,352,421
5813,417,96,174,1776,722,96,203,213,1027,3023,263,490,1123,699,440,34,384,357,545,300,2356,267,85,434,259,449,79,1181,2772,28,61,721,151,961,109,297,166,370,110,724,1113,869,290,884,555
5814,486,54,2,2043,464,76,75,83,910,3416,33,872,2278,346,258,57,147,360,413,137,1990,304,522,234,232,546,69,869,2927,1,196,596,18,816,86,316,278,686,91,495,1443,770,388,632,636
5815,845,29,133,68,1020,275,396,135,2537,3895,285,1761,3758,850,292,157,228,509,436,333,3354,457,1265,528,759,1290,134,1053,2622,106,344,774,11,986,236,1062,233,266,391,1317,2572,458,496,1429,1145
5816,3077,165,1324,7297,2499,1195,831,445,5000,14181,1143,7435,16517,2509,1518,563,1527,2825,1738,1578,5148,1994,4096,2764,1966,3701,515,5992,14722,270,1098,3142,20,4774,573,3530,1300,2333,484,3177,6396,5547,1381,4386,3463
5817,1597,0,705,8970,1599,420,1101,380,3672,6640,513,2097,6078,2272,967,378,612,1570,1456,1353,7079,1434,1248,1286,1602,2672,283,3768,10679,99,999,1160,72,2790,516,2294,516,1577,676,2955,2034,3168,1122,4074,3961
5818,1526,238,573,6874,2065,585,793,119,4311,1977,301,4405,4750,1794,1188,390,777,1884,1039,677,6106,1162,2595,1633,1195,2079,330,3089,10556,161,405,1956,118,2459,156,1606,682,1736,525,2570,4247,2642,1253,2487,2627
5819,937,85,315,2872,891,320,366,153,1228,3520,163,1068,1945,565,389,170,185,619,408,417,2403,403,334,518,584,987,197,1428,4116,68,334,885,36,1018,66,714,303,499,228,859,1728,1248,449,1172,1126
5820,109,25,62,664,224,88,33,28,217,1384,169,563,1233,268,60,49,222,80,143,160,657,141,187,283,180,287,48,565,1278,0,140,250,2,409,39,219,90,204,67,353,397,397,67,361,412
5821,679,64,264,2105,1082,22,286,145,1298,4492,7,2020,1981,620,355,170,455,577,403,603,1612,479,667,303,316,34,106,2066,4296,13,255,1100,0,599,6,662,235,3,129,914,128,838,145,1056,3
5822,1113,0,383,3992,1593,331,91,126,2337,4779,107,1973,6221,1028,483,44,589,1054,980,575,4116,634,919,292,897,1531,14,1672,4764,62,514,1034,42,1144,112,449,592,1063,277,1,2155,274,428,2303,1629
5823,812,2,330,2904,1245,462,187,155,1344,6305,147,1597,3291,1335,460,7,514,854,828,373,1896,207,1256,733,221,1271,65,1430,3825,17,178,1138,20,1412,381,618,424,62,183,1108,2241,1827,782,1052,728
5824,772,200,494,5232,1977,110,201,154,2946,4087,503,1981,6999,1665,698,117,325,818,1287,1166,5076,677,1333,53,755,2110,243,2273,7924,48,429,1848,174,999,4,955,677,1580,245,1228,2340,2367,775,2344,77
5825,280,0,9,2532,718,87,146,80,772,3345,188,919,2432,483,250,47,129,66,430,513,2490,187,433,212,216,621,99,590,3048,12,181,246,37,503,23,195,412,544,42,791,0,1011,210,626,499
5826,552,23,104,1709,747,379,127,184,1530,3104,100,1631,3132,513,382,127,253,814,446,467,1683,262,700,778,728,788,113,802,3662,36,234,634,80,493,51,731,203,123,255,823,1209,1141,428,574,820
5827,317,11,111,1766,729,135,169,80,1199,3036,360,473,1646,647,394,59,258,595,403,528,1891,179,325,546,427,333,70,920,3473,13,203,614,4,687,69,657,105,470,157,406,0,1018,200,771,885
5828,495,68,141,1389,849,148,214,352,1239,5161,217,1015,2522,785,644,70,244,489,444,513,3308,459,251,714,542,803,71,1657,4144,42,186,1400,66,882,189,463,401,814,160,1000,1268,1622,252,1215,1226
5829,180,0,84,780,210,76,11,62,390,1588,112,683,1384,226,88,8,102,211,160,236,962,15,185,101,102,201,47,584,1236,2,68,475,18,243,4,164,59,95,12,247,429,295,33,433,425
5830,266,3,41,1090,267,46,109,60,612,2048,57,581,1456,464,245,63,93,200,188,140,1019,97,231,236,143,349,31,347,1198,20,80,479,4,524,49,169,188,241,52,241,738,541,185,443,456
5831,718,6,242,1660,590,62,355,53,1229,3588,142,1428,3416,543,510,215,243,545,486,264,2230,431,1270,235,473,966,153,1474,2741,68,163,562,2,826,241,1042,352,388,209,839,25,1184,111,1129,1038
5832,1182,5,377,3187,924,359,447,227,2447,5979,87,2452,5642,1768,738,450,485,1171,816,617,4116,830,1298,687,1083,1662,268,1203,7134,85,608,392,20,1465,336,746,495,364,249,1523,2588,1990,792,1685,1580
5833,871,0,331,3746,1891,263,312,71,2239,6110,269,1117,4657,1359,957,4,646,1870,1747,615,2885,292,1505,685,870,1539,367,2243,8072,212,734,2008,104,1065,5,1762,692,1217,285,1741,2985,1572,764,2430,2241
5834,760,134,302,2789,1230,18,547,2,889,3907,83,2103,4560,1094,231,39,716,775,817,652,2983,419,1063,181,549,833,182,1654,4410,0,298,647,4,1303,172,699,495,1116,200,713,8,2341,213,834,1536
5835,135,24,68,1793,0,73,133,125,302,2044,0,408,985,1089,96,214,437,276,18,103,484,248,214,567,345,379,48,768,1711,14,100,1385,0,831,36,359,11,90,147,844,1288,854,434,988,129
5836,379,16,122,610,459,81,102,8,1163,3680,147,1655,3305,809,413,33,207,491,487,179,2746,226,629,326,410,744,51,1595,1576,7,199,1081,8,1097,37,323,149,363,88,95,1229,978,236,938,901
5837,420,20,418,2633,816,98,349,137,1156,3889,276,1497,2825,666,310,51,452,547,354,233,3030,212,517,319,372,879,60,1392,3474,14,328,1120,151,1375,121,869,567,811,134,556,1599,1180,100,974,1005
5838,206,45,265,2298,1171,325,132,0,1282,2846,357,849,3644,892,539,83,313,555,318,374,2299,482,736,550,316,1095,103,1729,1805,34,432,872,78,1014,112,498,294,834,42,826,1548,1431,353,1260,1072
5839,815,16,376,4045,1755,227,828,267,3083,6818,123,969,2981,1494,558,231,176,1101,1013,884,3211,1005,952,1293,836,1502,208,3019,6727,70,476,684,0,1854,23,1008,817,647,360,1300,2287,1992,464,2203,2657
5840,315,0,283,472,405,50,344,26,712,3558,32,752,1673,598,399,56,339,480,672,258,2065,187,42,196,438,809,201,191,3744,64,138,870,33,1122,0,561,273,746,107,607,952,1382,189,358,1070
5841,1503,0,322,4008,1071,427,740,285,2007,5614,126,3368,5951,710,587,171,248,1055,1147,326,3319,520,1751,1030,1375,1315,343,1942,5099,26,454,852,22,1682,81,1248,287,1070,197,1303,2553,1258,837,1838,1553
5842,446,0,143,4802,1114,568,2,166,321,6046,2,1723,3145,442,561,48,460,1497,858,710,3784,348,169,0,596,975,1,1194,4613,71,550,1528,14,712,13,476,160,562,127,1060,2410,274,769,1865,1783
5843,333,111,274,1911,1034,76,359,83,1744,3432,127,1916,4154,332,311,225,171,572,483,600,2613,361,1102,515,912,1167,234,912,4383,69,91,669,41,1192,247,676,331,697,193,1292,1602,1419,256,1564,1104
5844,751,37,347,3040,998,31,624,197,1405,6932,213,1772,2903,1073,687,383,774,942,859,730,3568,617,810,392,1052,1773,178,2044,8158,56,537,953,40,1693,213,1653,578,1047,354,1368,2064,2469,421,1450,1575
5845,1381,4,293,5963,1809,514,265,63,2278,8144,417,3504,7055,1097,888,118,238,828,832,1135,4833,513,1834,846,1359,2260,209,2076,9489,70,283,1127,24,1237,298,1190,717,1380,145,2137,2802,2335,526,2731,1717
